label	text_a
1	Nine  cases  previously  announced  as  discharged  cases  were  reported  in  error.  Therefore  there  are  417  cases  that  have  been  discharged  One  case  reported  in  Nasarawa  was  a  repeat  test.  The  state  has  a  total  of  11  confirmed  cases  https://t.co/Z5x7UFXpXd  https://t.co/yKYwuQ9djm
1	States  reported  1353  new  deaths  today.  The  7-day  average  remains  under  1000.  New  York  is  an  ever-smaller  percentage  of  the  daily  total.  https://t.co/oOAUkqaOzm
1	Many  of  the  49  instances  have  to  do  with  mask  orders  shutdowns  and  distancing.  https://t.co/SjihwugEvu
1	“As  at  today  a  total  of  323  confirmed  cases  of  #COVID19  has  been  recorded  and  unfortunately  10  deaths.  We  continue  to  intensify  our  contact  tracing  efforts.  92%  of  the  contacts  of  confirmed  cases  have  been  identified”  @MBuhari  on  #COVID19Nigeria  https://t.co/PgDbBTs0oU
1	RT  @NIH:  News:  Study  identifies  potential  approach  to  treat  severe  respiratory  distress  in  patients  with  COVID-19  https://t.co/pRHATLdqy4
0	As  of  the  last  24  hours  this  is  the  protocol  regarding  masks:  Masks    should  only  be  used  by  healthcare  workers,  caretakers  or  by  people  who    are  sick  with  symptoms  like  fever  and  cough.
0	Didn't  get  a  chance  to  tune  in  to  our  discussion  with  @drsanjaygupta  yesterday?  You  can  watch  the  full  Q&amp;A  on  COVID-19  with  PolitiFact  Editor  @AngieHolan  and  @MediaWise’s  @AlexMahadevan  here.  https://t.co/e16G2RGdkA
0	Self-medicate  COVID-19  using  a  home  remedy  with  aspirin  lemon  and  honey.
1	Boris  Johnson  to  appear  before  top  committee  of  MPs  today  -  as  hospital  urges  people  with  symptoms  not  to  go  to  A&amp;E  after  100  turn  up  requesting  a  test.  Follow  live  updates  👇  https://t.co/NyZLPJyfxM
1	Snap  analysis  of  this:  it  is  a  relief  that  California  has  tested  ~40000  more  people  than  we  knew  until  an  hour  ago.  That  said  it's  a  huge  state  and  we  don't  know  how  many  of  those  tests  are  still  pending  (based  on  CA's  previous  reporting  it  could  be  *a  lot*).
1	@pantherman45  Thanks  Ben!  🙌  we're  at  Alert  Level  2  at  the  moment  so  most  New  Zealanders  will  have  returned  to  some  form  of  normal.  Cabinet  meets  tomorrow  to  decide  on  when  we  move  to  Alert  Level  1.
0	Drinking  water  boiled  with  turmeric  powder,  ginger,  carom  seeds  and  coriander  seeds  can  cure  COVID-19.
0	Wuhan  Now  Surrounded  By  Wall  https://t.co/NQ7TJG7fJp  #china  #coronavirus  #covid19  #greatwallofchina  #wuhan
0	Text  claims  that  a  family  of  four  from  North  Macedonia  should  pay  680  euros  for  coronavirus  tests  if  they  want  to  travel  to  Greece.
1	Arizona  California  Florida  and  Texas  are  still  at  the  center  of  the  current  surge  of  new  cases.  Hospitalization  for  AZ  CA  and  TX  all  climbing.  We  expect  Florida's  data  has  a  similar  shape.  https://t.co/8G9RRQta6j
1	The  second  case  is  a  woman  in  her  40s  who  arrived  in  New  Zealand  on  August  1  from  the  Philippines  via  Hong  Kong.  She  has  been  in  managed  isolation  at  the  Grand  Millennium  in  Auckland  and  tested  positive  around  day  3  of  her  stay.
0	The  underlying  cause  of  death  is  the  condition  that  began  the  chain  of  events  that  ultimately  led  to  the  person’s  death  one  expert  said.  "In  92%  of  all  deaths  that  mention  COVID-19  COVID-19  is  listed  as  the  underlying  cause  of  death."  https://t.co/8kPHIWVg5Y
0	NEW:  A  popular  Facebook  post  erroneously  cites  a  list  of  medical  exports  as  evidence  that  COVID-19  tests  existed  prior  to  the  pandemic.  They  didn't.  https://t.co/g2z10cCHNB  https://t.co/UDektQcIat
0	Kabataan  Representative  in  the  Philippines  Sarah  Elago  tested  positive  for  coronavirus.
1	Thirty-five  new  cases  of  #COVID19  have  been  reported  as  follows:  19  in  Lagos  9  in  FCT  5  in  Kano  2  in  Oyo  As  at  10:20  pm  16th  April  there  are  442  confirmed  cases  of  #COVID19  reported  in  Nigeria.  152  have  been  discharged  with  13  deaths  #TakeResponsibility  https://t.co/b0SK5o3mhx
1	•  Travel  will  be  allowed  again.  Go  and  see  your  mum  but  don’t  turn  it  into  a  big  family  reunion  when  you  get  there.  •  For  now  we  are  in  Level  3  for  just  two  more  days  when  we  wake  up  on  Thursday  remember:  Play  it  safe  and  protect  the  wall  of  defence  we  have  created.
1	If  Mississippi  continues  to  #StayAtHome  hospitals  should  not  become  overloaded.  However  if  distancing  is  relaxed  there  is  a  potential  for  over  29k  hospitalizations  -  overwhelming  the  system  by  May  5th.  Learn  more  at  https://t.co/BvWk1rLpsb  https://t.co/5f3t0pyKKK
1	#IndiaFightsCorona:  📍Increasing  gap  between  #COVID19  Recovered  &amp;  Active  cases  of  India  (May  04  2020  to  September  13  2020)👇  #StaySafe  #IndiaWillWin  https://t.co/cT52vuGy74
0	Viral  video  of  Zee  News  staff  member  assaulting  doctor  refusing  to  get  tested.  Can  we  share  this  like  a  few  thousand  times  before  checking  for  authenticity  like  news  channels  do.
0	CDC  Partners  with  Bayer  AG  to  Disinfect  the  Woods  https://t.co/cjdykMk437  #coronavirus  #covid19  #pandemic  #cdc  #bigpharma  #roundup
0	The  San  Marcos  2020  National  Fair  in  Aguascalientes  Mexico  was  canceled  by  the  new  coronavirus.
1	As  of  9  Aug  2020  (till  10AM)  1480884  #COVID19  cases  have  recovered  across  India  #COVID__19  #COVID  #COVID_19  #COVIDー19  #COVID19India  #COVIDUpdates  #coronavirus  #CoronaUpdates  #CoronavirusIndia  #CoronavirusUpdates  #CoronavirusPandemic  https://t.co/hpmMMgNtef
1	#COVID19  Best  Practices:  Uttar  Pradesh  establishes  Integrated  COVID  Control  &amp;  Command  Centre  and  a  Unified  State  COVID  Portal  https://t.co/FEcL52prQH  @PMOIndia  @drharshvardhan  @AshwiniKChoubey  @PIB_India  @DDNewslive  @airnewsalerts  @COVIDNewsByMIB  @CovidIndiaSeva  @mygovindia
0	Politically  Correct  Woman  Reluctantly  Admits  that  Left  Kind  of  Sucks  Right  Now  https://t.co/qiYVS5qpEW  #democrats  #coronavirus  #covid19
0	No  other  country  is  having  a  second  wave  of  COVID-19  because  they  are  not  trying  to  unseat  a  President  in  November.
0	Video  showing  how  Germans  are  converting  to  Islam  in  large  numbers.
1	With  today’s  two  new  cases  and  eight  additional  recovered  cases  our  total  number  of  active  cases  is  108.  Of  those  38  are  imported  cases  in  MIQ  facilities  and  70  are  community  cases.
1	Our  hospitalization  data  became  very  solid  with  the  inclusion  of  Florida’s  numbers  on  July  10.  Then  came  the  new  HHS  guidelines.  Since  then  some  individual  states'  numbers  have  become  more  erratic.  See  for  example  Alabama  today.  https://t.co/G5zOAVA7kg
1	#CoronaVirusUpdates  #IndiaFightsCorona  Health  Ministry  engages  with  16  dist.  from  4  States  reporting  higher  #COVID19  Mortality.  https://t.co/9F9soMPEEv  @PMOIndia  @drharshvardhan  @AshwiniKChoubey  @PIB_India  @DDNewslive  @airnewsalerts  @mygovindia  @COVIDNewsByMIB  @CovidIndiaSeva
1	Mother  infected  with  COVID-19  should  follow  hygiene  practices  related  to  COVID-19  before  and  while  breastfeeding  her  baby  to  keep  the  baby  safe  and  healthy.  #WorldBreastfeedingWeek  #SwasthaBharat  #HealthForAll  https://t.co/NVb8sipPwg
0	UV  rays  and  sunlight  can  kill  the  coronavirus
0	Has  your  cat  got  coronavirus  or  is  it  just  an  arsehole?  https://t.co/jpn39mTIdp
0	Twitter  took  down  a  pro–United  Arab  Emirates  network  of  accounts  that  was  pushing  propaganda  about  the  coronavirus"
1	States  have  now  reported  more  than  20  million  tests  457k  new  ones  today.  For  full  details  see:  https://t.co/PZrmH4bl5Y.  https://t.co/6PbTcfsPGl
1	COVID-19  Update  There  are  nine  new  cases  of  COVID-19  to  report  in  New  Zealand  today  –  eight  confirmed  cases  and  one  probable  case.  The  total  number  of  active  cases  in  New  Zealand  is  123  of  which  19  are  imported  cases  from  managed  isolation  facilities.  https://t.co/E7jLtTk8AD
0	Due  to  COVID-19  restrictions,  the  United  Kingdom  is  forbidding  "non-established"  relationships.
0	Apple  and  Google  have  teamed  up  to  create  a  system  that  notifies  cellphone  users  when  they’ve  been  exposed  to  a  COVID-19  patient.  But  you  must  opt  in  to  the  feature.  https://t.co/C2yTwOK7It
0	Japanese  Nobel  laureate  Tasuku  Honjo  who  worked  in  Wuhan  for  four  years  claimed  that  SARS-CoV-2  was  human-made.
0	A  wall  will  not  stop  the  coronavirus.    Banning  all  travel  from  Europe  —  or  any  other  part  of  the  world  —  will  not  stop  it.    This  disease  could  impact  every  nation  and  any  person  on  the  planet  —  and  we  need  a  plan  to  combat  it.
0	_A  message  asking  people  to  not  get  out  of  their  homes  tonight  from  10pm  to  next  day  5am  because  the  government  has  made  arrangements  to  spray  medicine  in  the  air  in  order  to  kill  the  novel  coronavirus._
0	WHO  Says  Coronavirus  is  ‘Accelerating’  as  CDC  Predicts  Up  to  145000  U.S.  Deaths  by  July  11  https://t.co/o5cyJKjSJ2
1	Three  new  cases  of  #COVID19  have  been  confirmed  in  #Nigeria  As  at  06:45am  on  the  22nd  of  March  there  are  25  confirmed  cases  of  #COVID19  recorded  in  Nigeria  Of  the  25  confirmed  cases  2  have  been  discharged  with  no  death  https://t.co/jBRsrrEJqb
0	In  the  Philippines  Kabataan  Partylist  representative  Sarah  Elago  is  shown  in  a  quote  card  saying  the  lockdown  amid  the  COVID-19  pandemic  is  a  human  rights  violation.
0	BREAKING:  Former  presidential  candidate  Herman  Cain  dies  of  COVID-19  https://t.co/d9dh1roDLy
0	Bill  Gates  predicted  and  simulated  the  COVID-19  pandemic.
0	Not  only  #AmitabhBachchan  but  also  all  covid  patient  get  well  soon💚....  Or  eshe  bhi  rishte  wo  corona  k  baap  lgte  h😎  .  .  God  bless  all  everything  gonna  be  fine  soon.  https://t.co/JEqj3FfOHg
0	Roberto  Gazolla  a  COVID-19  reference  hospital  in  Rio  de  Janeiro  Brazil  is  empty.  Photos  "prove"  there  was  no  one  at  the  areas  open  to  the  public  like  the  entrance  hall.
1	@robMerriMath  @michael_nielsen  You're  onto  us  Robert.  And  yes.  Now  if  only  we  can  get  the  last  holdout  states  to  start  reporting  negatives  and  then  FOIA  the  historical  data  we'll  complete  the  data  set.  (We  hope.)
0	Spanish  Education  minister  Isabel  Celaá  wore  purple  latex  gloves  on  a  Women's  Day  demonstration  because  she  was  afraid  of  the  coronavirus.
1	#IndiaFightsCorona  India  has  significantly  ramped  up  its  diagnostic  lab  network.  Higher  number  of  tests  will  push  the  positivity  rate  initially  but  as  the  Delhi  experience  has  amply  shown  will  eventually  lower  when  combined  with  other  measures.  https://t.co/VNmGI4fspv
0	COVID-19  stay-at-home  orders  second  only  to  slavery  on  civil  liberties  intrusions?  AG  William  Barr  gets  it  wrong:  https://t.co/WwjPRu2vBP  https://t.co/dF0JoZD7P6
0	The  Newly  Developed  Coronavirus  Whistling  Test  Works  Like  A  Charm  https://t.co/ttCQUwQgLe  #coronavirus  #disease  #norway  #c19  #oslo
1	#IndiaFightsCorona  India  scales  a  new  peak  of  5  cr  total  #COVID19  tests.  Tests  Per  Million  on  a  continuous  rise  pegged  at  36703  today.  https://t.co/WK2JjIALj7
0	Indian  politician  Uddhav  Thackeray  has  asked  Christians  to  pray  to  Jesus  to  stop  COVID-19.
1	RT  @COVIDNewsByMIB:  #CoronaVirusUpdates:  386791  samples  have  been  tested  so  far  37  173  samples  have  been  tested  yesterday:  @ICMRDELHI…
1	Latest  updates  from  Ministry  of  Health:  There  are  no  new  cases  of  COVID-19  to  report  in  New  Zealand.  This  is  the  11th  consecutive  day  of  no  new  cases.  Our  total  number  of  confirmed  cases  remains  at  1154  which  is  the  number  we  report  to  the  World  Health  Organization.  https://t.co/4rDqXHXHwG
1	RT  @DDNewslive:  Prime  Minister  @narendramodi  to  chair  a  high  level  virtual  meeting  with  the  Chief  Ministers  and  Health  Ministers  of  seven  #…
1	#IndiaFightsCorona  On  a  steady  march  India  conducts  record  high  of  more  than  9  lakh  tests  in  a  single  day.  Tests  Per  Million  (TPM)  continue  to  rise  23668  today.  26  States/UTs  have  positivity  rate  less  than  national  average.  https://t.co/YIIz4Avz0b  https://t.co/NOYcmCOMDG
1	Crime  and  Policing  Minister  @KitMalthouse  says  there  are  "bound  to  be  teething  issues"  with  the  UK's  COVID-19  testing  capacity  and  that  “processing  is  an  issue”.  #KayBurley:  https://t.co/yeoVbpqzJU  https://t.co/3xvkuJZLy3
1	64  higher  income  economies  have  now  joined  the  COVAX  Facility  a  global  initiative  bringing  together  governments  and  manufacturers  to  ensure  eventual  #COVID19  vaccines  reach  those  in  greatest  need  whoever  they  are  and  wherever  they  live  https://t.co/6KyDZ6TWWE  https://t.co/QQeyBg01xm
1	Mothers  should  be  counselled  that  the  many  many  benefits  of  #breastfeeding  for  newborn  babies  and  children  substantially  outweigh  the  potential  risks  for  #COVID19  infection-@DrTedros
1	COVID-19  Update  There  are  7  new  confirmed  cases  of  COVID-19  to  report  in  the  community.  ​  ​  In  total  we  have  56  active  cases  -  37  are  from  the  community  outbreak  and  19  are  imported  cases  in  managed  isolation/quarantine.
0	@FatherBob  A  more  pointed  analysis  in  first  paragraph  @FatherBob  "Hydroxychloroquine,  the  anti-malarial  drug  Donald  Trump  is  taking  to  prevent  Covid-19,  has  been  linked  to  increased  deaths  in  patients  treated  with  it  in  hospitals  around  the  world,  a  study  has  shown."  https://t.co/IWdarfHEug
1	As  with  yesterday's  significant  increase  in  total  tests  this  223K  bump  isn't  driven  by  a  single  state  reporting  out  a  big  backlog—it  looks  like  a  solid  increase  across  multiple  states.
0	China  president  xi  jinping  visited  masjid  and  request  Muslims  for  dua  in  present  crisis  country  going  through.we  need  your  help.
0	Florida  Gov.  Ron  DeSantis  said  schoolchildren  “aren’t  vectors”  for  COVID-19.  U.S.  schools  have  been  closed  and  the  comparisons  to  Europe  may  not  work  in  Florida  where  we  have  a  high  rate  of  cases.  https://t.co/ZbSgrPFSmw
0	Tuberculosis  (TB)  has  a  higher  death  rate  than  coronavirus.
0	@MMMHappiness1  All  this  dont  really  matter  if  u  havent  isolated  Covid  19  yet  or  havent  revealed  who  patient  zero  is  yet
